scheme_id,name,region,status,created_at,updated_at,base_rate
sch_5613,SCH-BW73RK,Telangana,active,2025-06-06T20:00:50.430392,2025-08-01T20:00:50.430392,1.693
sch_5614,SCH-4K91EU,Kerala,active,2024-12-11T20:00:50.430392,2025-04-05T20:00:50.430392,1.029
sch_5615,SCH-0QYL4A,West Bengal,active,2024-10-10T20:00:50.430392,2025-02-28T20:00:50.430392,0.54
sch_5616,SCH-PWSBK9,Rajasthan,active,2024-05-21T20:00:50.430392,2024-12-27T20:00:50.430392,1.566
sch_5617,SCH-SS8HNS,Nagaland,active,2024-04-29T20:00:50.430392,2025-01-27T20:00:50.430392,1.448
sch_5618,SCH-2LY6HO,Tamil Nadu,paused,2024-06-22T20:00:50.430392,2025-03-18T20:00:50.430392,0.389
sch_5619,SCH-4FFJRS,Rajasthan,active,2024-05-12T20:00:50.430392,2024-05-24T20:00:50.430392,1.952
sch_5620,SCH-0EDEHA,Andhra Pradesh,active,2024-10-23T20:00:50.430392,2025-02-24T20:00:50.430392,0.264
sch_5621,SCH-T62QJ0,Tamil Nadu,active,2024-12-02T20:00:50.430392,2025-04-23T20:00:50.430392,1.61
sch_5622,SCH-7X8TJ1,Jammu and Kashmir,active,2025-03-16T20:00:50.430392,2025-03-25T20:00:50.430392,0.719
sch_5623,SCH-N77W63,Delhi,paused,2025-05-10T20:00:50.430392,2025-07-15T20:00:50.430392,0.841
sch_5624,SCH-XU5NBJ,Odisha,active,2024-08-12T20:00:50.430392,2025-03-31T20:00:50.430392,1.65
sch_5625,SCH-YS3AUN,Telangana,active,2024-03-05T20:00:50.430392,2024-05-14T20:00:50.430392,0.688
sch_5626,SCH-N0BLF4,Rajasthan,paused,2025-05-22T20:00:50.430392,2025-07-18T20:00:50.430392,0.784
sch_5627,SCH-01AHVM,Punjab,active,2025-07-12T20:00:50.430392,2025-08-18T20:00:50.430392,1.353
sch_5628,SCH-A06AAU,Karnataka,paused,2025-01-30T20:00:50.430392,2025-07-11T20:00:50.430392,0.281
sch_5629,SCH-4Q3F5K,Andhra Pradesh,active,2024-11-25T20:00:50.430392,2025-04-16T20:00:50.430392,1.736
sch_5630,SCH-M6HM65,Madhya Pradesh,active,2025-03-07T20:00:50.430392,2025-07-31T20:00:50.430392,0.66
sch_5631,SCH-EJNCZA,Karnataka,active,2024-10-27T20:00:50.430392,2025-07-24T20:00:50.430392,1.297
sch_5632,SCH-R8DANZ,Himachal Pradesh,paused,2024-09-11T20:00:50.430392,2025-01-28T20:00:50.430392,0.506
sch_5633,SCH-2Q1K2X,Chhattisgarh,active,2024-06-21T20:00:50.430392,2025-05-05T20:00:50.430392,1.067
sch_5634,SCH-X4TB40,Chhattisgarh,active,2025-01-01T20:00:50.430392,2025-07-29T20:00:50.430392,0.478
sch_5635,SCH-ZHYWGR,Andhra Pradesh,active,2025-07-12T20:00:50.430392,2025-08-05T20:00:50.430392,1.335
sch_5636,SCH-G7VTCK,Karnataka,paused,2024-06-22T20:00:50.430392,2024-08-10T20:00:50.430392,1.381
sch_5637,SCH-DBXDYV,Rajasthan,active,2025-07-10T20:00:50.430392,2025-08-05T20:00:50.430392,1.572
sch_5638,SCH-6K8SAR,West Bengal,active,2024-12-19T20:00:50.430392,2025-03-05T20:00:50.430392,1.302
sch_5639,SCH-9N2O5U,Gujarat,active,2024-09-24T20:00:50.430392,2025-01-05T20:00:50.430392,1.23
sch_5640,SCH-GO3L0G,Bihar,active,2025-08-10T20:00:50.430392,2025-08-17T20:00:50.430392,1.194
sch_5641,SCH-WK7YMV,Maharashtra,active,2024-08-27T20:00:50.430392,2025-01-14T20:00:50.430392,0.564
sch_5642,SCH-OCE97K,Punjab,active,2024-11-08T20:00:50.430392,2025-07-10T20:00:50.430392,0.33
sch_5643,SCH-SFI0CT,Uttar Pradesh,active,2024-12-17T20:00:50.430392,2024-12-21T20:00:50.430392,1.8
sch_5644,SCH-5AEIDJ,Rajasthan,active,2024-03-03T20:00:50.430392,2025-03-30T20:00:50.430392,0.588
sch_5645,SCH-TH4HNR,Uttar Pradesh,active,2025-06-08T20:00:50.430392,2025-07-02T20:00:50.430392,1.642
sch_5646,SCH-ZP0XNQ,Karnataka,active,2025-06-27T20:00:50.430392,2025-08-08T20:00:50.430392,1.894
sch_5647,SCH-475S98,Gujarat,active,2024-12-13T20:00:50.430392,2025-04-09T20:00:50.430392,1.397
sch_5648,SCH-DXLVDV,Madhya Pradesh,active,2024-11-12T20:00:50.430392,2025-03-20T20:00:50.430392,1.519
sch_5649,SCH-0R8MU7,Andhra Pradesh,active,2024-03-25T20:00:50.430392,2025-02-18T20:00:50.430392,1.484
sch_5650,SCH-FAIT52,Assam,paused,2024-03-30T20:00:50.430392,2025-03-01T20:00:50.430392,1.689
sch_5651,SCH-F77USO,Andhra Pradesh,active,2024-04-18T20:00:50.430392,2024-07-03T20:00:50.430392,1.891
sch_5652,SCH-G7OJS2,Maharashtra,active,2024-03-01T20:00:50.430392,2025-03-04T20:00:50.430392,0.739
sch_5653,SCH-565QZ5,Telangana,paused,2025-06-06T20:00:50.430392,2025-06-07T20:00:50.430392,1.761
sch_5654,SCH-9A2N3T,Gujarat,active,2024-08-15T20:00:50.430392,2025-03-10T20:00:50.430392,0.751
sch_5655,SCH-FLPRHC,Gujarat,active,2024-08-10T20:00:50.430392,2025-04-24T20:00:50.430392,1.934
sch_5656,SCH-QHYLSR,Maharashtra,active,2024-09-28T20:00:50.430392,2025-03-24T20:00:50.430392,0.442
sch_5657,SCH-KJUIBB,Kerala,active,2025-02-15T20:00:50.430392,2025-05-31T20:00:50.430392,1.522
sch_5658,SCH-40WM9G,Haryana,paused,2025-04-22T20:00:50.430392,2025-08-07T20:00:50.430392,1.62
sch_5659,SCH-TONF0E,Andhra Pradesh,active,2024-09-06T20:00:50.430392,2025-07-13T20:00:50.430392,1.471
sch_5660,SCH-JCBEIX,Tamil Nadu,active,2025-07-28T20:00:50.430392,2025-08-18T20:00:50.430392,1.843
sch_5661,SCH-L8RC7W,West Bengal,active,2025-03-11T20:00:50.430392,2025-04-09T20:00:50.430392,0.676
sch_5662,SCH-CG2AY2,Jharkhand,paused,2024-03-01T20:00:50.430392,2024-10-12T20:00:50.430392,1.919
sch_5663,SCH-OETN35,Rajasthan,active,2025-06-14T20:00:50.430392,2025-07-19T20:00:50.430392,0.622
sch_5664,SCH-BWT8OB,Assam,active,2024-12-06T20:00:50.430392,2025-03-16T20:00:50.430392,0.948
sch_5665,SCH-JN5R4D,Punjab,active,2024-12-11T20:00:50.430392,2025-04-12T20:00:50.430392,1.848
sch_5666,SCH-BN3ZJN,Gujarat,active,2025-02-15T20:00:50.430392,2025-05-14T20:00:50.430392,0.488
sch_5667,SCH-OE9W5T,Gujarat,active,2025-05-28T20:00:50.430392,2025-06-05T20:00:50.430392,0.918
sch_5668,SCH-TX3XE0,West Bengal,active,2024-08-31T20:00:50.430392,2025-08-18T20:00:50.430392,1.282
sch_5669,SCH-TEW193,Madhya Pradesh,active,2024-05-27T20:00:50.430392,2025-02-27T20:00:50.430392,1.277
sch_5670,SCH-LAOPWH,Rajasthan,active,2025-02-08T20:00:50.430392,2025-04-24T20:00:50.430392,1.053
sch_5671,SCH-N5WDFJ,Uttar Pradesh,active,2025-04-16T20:00:50.430392,2025-06-03T20:00:50.430392,1.382
sch_5672,SCH-O6JQ97,Tamil Nadu,paused,2025-03-04T20:00:50.430392,2025-07-13T20:00:50.430392,1.243
sch_5673,SCH-27ZOA1,Jharkhand,paused,2024-04-21T20:00:50.430392,2025-06-22T20:00:50.430392,0.247
sch_5674,SCH-G1SB7B,Delhi,active,2024-12-18T20:00:50.430392,2025-02-07T20:00:50.430392,0.511
sch_5675,SCH-D9KT59,Meghalaya,paused,2025-06-08T20:00:50.430392,2025-07-20T20:00:50.430392,1.36
sch_5676,SCH-VOELY4,Maharashtra,active,2025-02-26T20:00:50.430392,2025-05-18T20:00:50.430392,0.991
sch_5677,SCH-JQIVS2,Haryana,paused,2025-07-18T20:00:50.430392,2025-07-18T20:00:50.430392,0.865
sch_5678,SCH-L53GIH,Rajasthan,active,2024-08-08T20:00:50.430392,2024-11-28T20:00:50.430392,1.918
sch_5679,SCH-MJWTWP,Telangana,active,2025-08-05T20:00:50.430392,2025-08-09T20:00:50.430392,1.365
sch_5680,SCH-XNKVGY,Andhra Pradesh,active,2024-06-16T20:00:50.430392,2025-03-16T20:00:50.430392,0.448
sch_5681,SCH-ORJL7M,Andhra Pradesh,active,2024-12-15T20:00:50.430392,2025-01-04T20:00:50.430392,0.651
sch_5682,SCH-5UEVSJ,Maharashtra,active,2025-01-03T20:00:50.430392,2025-05-16T20:00:50.430392,1.378
sch_5683,SCH-I8CN9E,Maharashtra,active,2024-03-22T20:00:50.430392,2025-07-14T20:00:50.430392,0.754
sch_5684,SCH-IRYTI0,Telangana,active,2025-06-19T20:00:50.430392,2025-08-08T20:00:50.430392,0.408
sch_5685,SCH-NA6ZP1,Haryana,paused,2024-10-25T20:00:50.430392,2025-01-17T20:00:50.430392,0.816
sch_5686,SCH-NBFICD,Karnataka,paused,2024-06-16T20:00:50.430392,2024-07-07T20:00:50.430392,1.15
sch_5687,SCH-O5UAMQ,Meghalaya,active,2024-09-13T20:00:50.430392,2024-12-23T20:00:50.430392,0.613
sch_5688,SCH-NQD5BI,Karnataka,paused,2025-03-20T20:00:50.430392,2025-06-06T20:00:50.430392,1.846
sch_5689,SCH-KO0QBP,Gujarat,paused,2025-02-23T20:00:50.430392,2025-04-18T20:00:50.430392,1.073
sch_5690,SCH-88NCI7,Karnataka,active,2025-02-24T20:00:50.430392,2025-03-04T20:00:50.430392,1.401
sch_5691,SCH-LWQ3T8,Uttar Pradesh,active,2025-02-20T20:00:50.430392,2025-04-18T20:00:50.430392,1.132
sch_5692,SCH-N7QEMK,Punjab,active,2024-03-31T20:00:50.430392,2024-12-05T20:00:50.430392,0.474
sch_5693,SCH-52R0XM,Jammu and Kashmir,active,2025-08-16T20:00:50.430392,2025-08-16T20:00:50.430392,0.21
sch_5694,SCH-YBKHZL,Andhra Pradesh,paused,2025-03-24T20:00:50.430392,2025-07-14T20:00:50.430392,1.42
sch_5695,SCH-Q66KKL,Odisha,paused,2025-03-08T20:00:50.430392,2025-08-03T20:00:50.430392,1.472
sch_5696,SCH-W7PHNO,Haryana,paused,2024-11-11T20:00:50.430392,2025-02-02T20:00:50.430392,0.398
sch_5697,SCH-6YDXLN,Rajasthan,active,2025-08-01T20:00:50.430392,2025-08-02T20:00:50.430392,0.952
sch_5698,SCH-NLSC1L,Maharashtra,active,2024-07-15T20:00:50.430392,2025-08-16T20:00:50.430392,1.424
sch_5699,SCH-L1P4N9,West Bengal,active,2024-12-11T20:00:50.430392,2025-05-03T20:00:50.430392,0.527
sch_5700,SCH-RN3UGV,Madhya Pradesh,active,2025-06-23T20:00:50.430392,2025-08-05T20:00:50.430392,1.912
sch_5701,SCH-X0FKSV,Bihar,active,2024-09-08T20:00:50.430392,2025-07-11T20:00:50.430392,0.587
sch_5702,SCH-9DZPAF,Gujarat,paused,2024-05-23T20:00:50.430392,2025-06-08T20:00:50.430392,1.357
sch_5703,SCH-ACVPAQ,Delhi,active,2025-03-24T20:00:50.430392,2025-07-13T20:00:50.430392,0.992
sch_5704,SCH-94N0GD,Uttar Pradesh,paused,2025-04-13T20:00:50.430392,2025-07-17T20:00:50.430392,1.924
sch_5705,SCH-PHUEX8,Uttar Pradesh,active,2024-06-20T20:00:50.430392,2024-07-13T20:00:50.430392,1.851
sch_5706,SCH-PGCLEK,Bihar,active,2024-10-21T20:00:50.430392,2024-10-22T20:00:50.430392,1.188
sch_5707,SCH-TBYWWW,Andhra Pradesh,active,2024-03-19T20:00:50.430392,2024-10-01T20:00:50.430392,0.629
sch_5708,SCH-UBT31J,Bihar,active,2024-10-27T20:00:50.430392,2025-04-06T20:00:50.430392,1.404
sch_5709,SCH-H3W65U,West Bengal,active,2024-02-25T20:00:50.430392,2024-07-25T20:00:50.430392,1.481
sch_5710,SCH-SACF9M,Uttar Pradesh,active,2025-05-06T20:00:50.430392,2025-06-28T20:00:50.430392,1.8
sch_5711,SCH-G4Q1WO,Uttar Pradesh,paused,2025-06-18T20:00:50.430392,2025-06-18T20:00:50.430392,1.092
sch_5712,SCH-XHMDIM,Uttar Pradesh,paused,2024-11-12T20:00:50.430392,2025-06-08T20:00:50.430392,1.837
sch_5713,SCH-9LRFUO,Gujarat,paused,2024-11-10T20:00:50.430392,2025-05-27T20:00:50.430392,0.284
sch_5714,SCH-KJ1NZO,Madhya Pradesh,active,2025-07-27T20:00:50.430392,2025-08-05T20:00:50.430392,1.132
sch_5715,SCH-MAATRA,Madhya Pradesh,paused,2025-05-24T20:00:50.430392,2025-07-30T20:00:50.430392,1.001
sch_5716,SCH-7WYHNR,Uttar Pradesh,active,2025-07-16T20:00:50.430392,2025-07-28T20:00:50.430392,1.407
sch_5717,SCH-8ESPAJ,Odisha,active,2024-06-03T20:00:50.430392,2025-02-25T20:00:50.430392,1.443
sch_5718,SCH-4Y5INH,Himachal Pradesh,active,2024-10-03T20:00:50.430392,2024-11-18T20:00:50.430392,0.753
sch_5719,SCH-FUZHZ6,Andhra Pradesh,paused,2024-09-09T20:00:50.430392,2024-10-25T20:00:50.430392,1.439
sch_5720,SCH-UG6F5N,Andhra Pradesh,active,2025-07-13T20:00:50.430392,2025-08-17T20:00:50.430392,1.158
sch_5721,SCH-ZXZUKZ,Rajasthan,paused,2025-07-22T20:00:50.430392,2025-08-02T20:00:50.430392,0.916
sch_5722,SCH-HTX3E6,Rajasthan,active,2024-10-26T20:00:50.430392,2024-11-30T20:00:50.430392,1.091
sch_5723,SCH-AD54GK,Kerala,paused,2025-02-17T20:00:50.430392,2025-04-16T20:00:50.430392,0.328
sch_5724,SCH-I0XINK,Madhya Pradesh,active,2024-12-04T20:00:50.430392,2025-07-18T20:00:50.430392,1.548
sch_5725,SCH-EAWJ3O,Meghalaya,active,2024-05-27T20:00:50.430392,2025-04-17T20:00:50.430392,1.192
sch_5726,SCH-OPQOZ7,Tamil Nadu,active,2024-12-28T20:00:50.430392,2024-12-31T20:00:50.430392,0.831
sch_5727,SCH-XMIX9U,Arunachal Pradesh,active,2024-09-02T20:00:50.430392,2025-01-13T20:00:50.430392,1.86
sch_5728,SCH-FP8OHU,Tamil Nadu,active,2025-07-13T20:00:50.430392,2025-08-16T20:00:50.430392,1.66
sch_5729,SCH-291GOQ,Madhya Pradesh,active,2024-04-13T20:00:50.430392,2024-06-21T20:00:50.430392,1.389
sch_5730,SCH-LEXAZG,Telangana,active,2024-02-28T20:00:50.430392,2025-06-15T20:00:50.430392,0.513
sch_5731,SCH-OIG5JQ,Tamil Nadu,active,2024-07-06T20:00:50.430392,2025-05-17T20:00:50.430392,1.545
sch_5732,SCH-X25Y2Z,Karnataka,paused,2025-04-08T20:00:50.430392,2025-08-09T20:00:50.430392,1.663
sch_5733,SCH-QYHIA7,Maharashtra,active,2024-04-04T20:00:50.430392,2025-04-03T20:00:50.430392,0.504
sch_5734,SCH-YF48N2,Maharashtra,active,2024-06-11T20:00:50.430392,2025-05-12T20:00:50.430392,1.522
sch_5735,SCH-XU9KTK,Bihar,active,2024-08-28T20:00:50.430392,2025-03-06T20:00:50.430392,0.685
sch_5736,SCH-QPWBY5,Uttar Pradesh,active,2024-12-29T20:00:50.430392,2025-04-01T20:00:50.430392,1.293
sch_5737,SCH-9YV58L,Uttarakhand,active,2024-12-20T20:00:50.430392,2025-05-09T20:00:50.430392,0.724
sch_5738,SCH-QK3ND3,Andhra Pradesh,paused,2025-02-09T20:00:50.430392,2025-07-03T20:00:50.430392,0.302
sch_5739,SCH-96FTME,Chhattisgarh,active,2025-07-13T20:00:50.430392,2025-07-17T20:00:50.430392,0.651
sch_5740,SCH-F5DSYN,Andhra Pradesh,paused,2024-04-28T20:00:50.430392,2025-06-15T20:00:50.430392,1.932
sch_5741,SCH-OQ0H1K,Kerala,active,2024-10-13T20:00:50.430392,2025-08-06T20:00:50.430392,1.263
sch_5742,SCH-1N2V0G,Uttar Pradesh,active,2025-01-02T20:00:50.430392,2025-05-16T20:00:50.430392,0.429
sch_5743,SCH-PK1RV1,Kerala,paused,2025-03-10T20:00:50.430392,2025-06-27T20:00:50.430392,0.752
sch_5744,SCH-2QC9D7,Delhi,active,2024-06-19T20:00:50.430392,2024-11-17T20:00:50.430392,1.923
sch_5745,SCH-SUUIZF,Mizoram,active,2025-05-26T20:00:50.430392,2025-08-01T20:00:50.430392,0.238
sch_5746,SCH-A7VA5J,Rajasthan,active,2024-09-20T20:00:50.430392,2024-10-18T20:00:50.430392,0.665
sch_5747,SCH-ET89UG,Telangana,active,2024-08-04T20:00:50.430392,2024-12-17T20:00:50.430392,1.091
sch_5748,SCH-HXYSQR,Madhya Pradesh,paused,2024-05-05T20:00:50.430392,2024-10-24T20:00:50.430392,1.729
sch_5749,SCH-UXE1JV,Assam,paused,2024-09-06T20:00:50.430392,2024-10-30T20:00:50.430392,0.559
sch_5750,SCH-IUBE27,Maharashtra,paused,2024-11-30T20:00:50.430392,2025-08-12T20:00:50.430392,1.699
sch_5751,SCH-GR5ZOJ,Assam,active,2025-03-17T20:00:50.430392,2025-07-10T20:00:50.430392,0.894
sch_5752,SCH-PULN9E,Uttar Pradesh,paused,2025-01-04T20:00:50.430392,2025-06-02T20:00:50.430392,0.776
sch_5753,SCH-OY49CU,Maharashtra,paused,2025-01-06T20:00:50.430392,2025-07-25T20:00:50.430392,1.306
sch_5754,SCH-O8R8IN,Rajasthan,active,2024-02-26T20:00:50.430392,2025-07-11T20:00:50.430392,0.863
sch_5755,SCH-XNMZAC,West Bengal,active,2024-08-05T20:00:50.430392,2025-03-13T20:00:50.430392,0.608
sch_5756,SCH-9J9XQ0,Maharashtra,paused,2024-04-08T20:00:50.430392,2024-10-23T20:00:50.430392,0.439
sch_5757,SCH-MHX58A,Rajasthan,active,2024-05-02T20:00:50.430392,2024-08-25T20:00:50.430392,1.373
sch_5758,SCH-G4W0G0,Andhra Pradesh,active,2024-07-23T20:00:50.430392,2024-12-05T20:00:50.430392,1.541
sch_5759,SCH-KSYY65,West Bengal,active,2024-05-26T20:00:50.430392,2024-12-19T20:00:50.430392,1.518
sch_5760,SCH-EURTKR,Kerala,active,2024-12-10T20:00:50.430392,2025-07-17T20:00:50.430392,0.851
sch_5761,SCH-B0YN4V,Maharashtra,active,2025-06-06T20:00:50.430392,2025-06-14T20:00:50.430392,0.7
sch_5762,SCH-KCF3GY,Uttar Pradesh,active,2024-06-09T20:00:50.430392,2025-01-11T20:00:50.430392,1.269
sch_5763,SCH-7OA3TB,Odisha,active,2024-12-22T20:00:50.430392,2025-03-23T20:00:50.430392,1.593
sch_5764,SCH-JSL577,Haryana,paused,2024-10-10T20:00:50.430392,2024-12-11T20:00:50.430392,1.201
sch_5765,SCH-1DTW2G,Uttar Pradesh,active,2025-02-13T20:00:50.430392,2025-07-22T20:00:50.430392,1.374
sch_5766,SCH-4EI00A,Uttar Pradesh,paused,2024-03-03T20:00:50.430392,2025-02-27T20:00:50.430392,1.01
sch_5767,SCH-08MCTP,Madhya Pradesh,active,2025-02-05T20:00:50.430392,2025-03-21T20:00:50.430392,0.845
sch_5768,SCH-T5M7YG,Andhra Pradesh,active,2024-05-30T20:00:50.430392,2025-07-29T20:00:50.430392,1.853
sch_5769,SCH-TSKZ9U,Madhya Pradesh,active,2024-04-19T20:00:50.430392,2025-07-19T20:00:50.430392,1.412
sch_5770,SCH-BIM3ZN,Haryana,active,2025-04-09T20:00:50.430392,2025-06-02T20:00:50.430392,0.794
sch_5771,SCH-YLI96V,Jammu and Kashmir,active,2024-11-12T20:00:50.430392,2025-05-29T20:00:50.430392,0.575
sch_5772,SCH-DS8R9L,Madhya Pradesh,active,2025-06-13T20:00:50.430392,2025-07-20T20:00:50.430392,0.953
sch_5773,SCH-0CVHFW,Maharashtra,paused,2025-06-06T20:00:50.430392,2025-07-24T20:00:50.430392,1.849
sch_5774,SCH-F1ZWIY,Maharashtra,paused,2024-05-31T20:00:50.430392,2025-08-10T20:00:50.430392,1.732
sch_5775,SCH-9EJ639,Uttar Pradesh,active,2025-04-25T20:00:50.430392,2025-04-28T20:00:50.430392,0.933
sch_5776,SCH-JG3PRM,Uttar Pradesh,paused,2024-08-31T20:00:50.430392,2025-02-07T20:00:50.430392,1.222
sch_5777,SCH-QOP05U,Rajasthan,active,2024-05-04T20:00:50.430392,2024-05-06T20:00:50.430392,1.423
sch_5778,SCH-0R58Z4,Bihar,active,2024-05-20T20:00:50.430392,2024-10-13T20:00:50.430392,1.653
sch_5779,SCH-NWP3VO,Haryana,paused,2025-03-23T20:00:50.430392,2025-04-20T20:00:50.430392,1.271
sch_5780,SCH-98SUU7,Andhra Pradesh,active,2025-06-22T20:00:50.430392,2025-08-08T20:00:50.430392,0.804
sch_5781,SCH-ZNOS2D,Uttar Pradesh,active,2025-05-28T20:00:50.430392,2025-07-31T20:00:50.430392,1.617
sch_5782,SCH-0MXVUL,Gujarat,active,2025-03-24T20:00:50.430392,2025-04-15T20:00:50.430392,1.288
sch_5783,SCH-2UXROV,Madhya Pradesh,active,2024-05-03T20:00:50.430392,2024-05-08T20:00:50.430392,0.578
sch_5784,SCH-RQ2QJZ,Tamil Nadu,active,2024-04-16T20:00:50.430392,2024-11-24T20:00:50.430392,1.76
sch_5785,SCH-8CCDB2,West Bengal,active,2025-01-28T20:00:50.430392,2025-05-21T20:00:50.430392,1.453
sch_5786,SCH-RJBRZ3,Maharashtra,paused,2024-09-10T20:00:50.430392,2024-12-10T20:00:50.430392,1.48
sch_5787,SCH-4E7452,Karnataka,active,2024-09-25T20:00:50.430392,2025-01-13T20:00:50.430392,1.168
sch_5788,SCH-9TOHKY,West Bengal,paused,2025-07-27T20:00:50.430392,2025-07-29T20:00:50.430392,1.485
sch_5789,SCH-81S30Y,Assam,active,2025-05-26T20:00:50.430392,2025-07-09T20:00:50.430392,1.376
sch_5790,SCH-QTSCC6,Maharashtra,active,2025-07-28T20:00:50.430392,2025-08-13T20:00:50.430392,1.04
sch_5791,SCH-7LU7E5,Uttar Pradesh,active,2025-03-20T20:00:50.430392,2025-07-30T20:00:50.430392,1.71
sch_5792,SCH-ALIGR5,Odisha,active,2025-05-28T20:00:50.430392,2025-06-29T20:00:50.430392,0.914
sch_5793,SCH-NC7BP2,Gujarat,paused,2025-02-17T20:00:50.430392,2025-03-15T20:00:50.430392,1.366
sch_5794,SCH-SBON02,Rajasthan,paused,2025-03-28T20:00:50.430392,2025-04-04T20:00:50.430392,1.501
sch_5795,SCH-TV0C9P,Goa,active,2024-04-28T20:00:50.430392,2024-11-17T20:00:50.430392,0.78
sch_5796,SCH-73J8WV,Uttar Pradesh,active,2025-07-01T20:00:50.430392,2025-07-09T20:00:50.430392,1.563
sch_5797,SCH-AHVSSG,Kerala,paused,2025-04-28T20:00:50.430392,2025-07-17T20:00:50.430392,1.209
sch_5798,SCH-KGRQH8,Arunachal Pradesh,active,2025-03-25T20:00:50.430392,2025-04-24T20:00:50.430392,1.723
sch_5799,SCH-V1IWWT,Uttar Pradesh,paused,2024-04-16T20:00:50.430392,2024-08-02T20:00:50.430392,1.989
sch_5800,SCH-FJBC2Z,Meghalaya,paused,2025-07-13T20:00:50.430392,2025-08-12T20:00:50.430392,0.384
sch_5801,SCH-CEEIEP,Kerala,active,2025-04-18T20:00:50.430392,2025-06-12T20:00:50.430392,1.311
sch_5802,SCH-R4OJ74,Chhattisgarh,paused,2025-04-14T20:00:50.430392,2025-07-15T20:00:50.430392,0.898
sch_5803,SCH-ZED4EM,Tripura,active,2024-07-14T20:00:50.430392,2025-08-01T20:00:50.430392,1.863
sch_5804,SCH-7S9Q75,Tamil Nadu,active,2025-06-10T20:00:50.430392,2025-07-15T20:00:50.430392,1.233
sch_5805,SCH-RLVK5F,Karnataka,active,2025-05-05T20:00:50.430392,2025-07-11T20:00:50.430392,1.116
sch_5806,SCH-FV500R,Uttar Pradesh,active,2025-01-20T20:00:50.430392,2025-02-27T20:00:50.430392,1.481
sch_5807,SCH-O3OOA6,Jammu and Kashmir,paused,2024-07-06T20:00:50.430392,2024-08-26T20:00:50.430392,0.827
sch_5808,SCH-CE8MBJ,Jammu and Kashmir,active,2025-03-30T20:00:50.430392,2025-05-29T20:00:50.430392,0.53
sch_5809,SCH-8CU6YG,Uttar Pradesh,active,2024-11-23T20:00:50.430392,2025-03-16T20:00:50.430392,0.384
sch_5810,SCH-4MUXP2,Kerala,active,2024-04-28T20:00:50.430392,2025-01-17T20:00:50.430392,0.717
sch_5811,SCH-1WWDAE,Karnataka,active,2025-07-17T20:00:50.430392,2025-07-18T20:00:50.430392,1.675
sch_5812,SCH-GGQ0YW,Assam,active,2025-04-24T20:00:50.430392,2025-05-03T20:00:50.430392,1.57
sch_5813,SCH-YA7ACP,Andhra Pradesh,paused,2024-02-27T20:00:50.430392,2024-09-01T20:00:50.430392,1.982
sch_5814,SCH-PLX366,Goa,paused,2025-07-26T20:00:50.430392,2025-08-16T20:00:50.430392,0.987
sch_5815,SCH-2HL262,West Bengal,active,2025-05-29T20:00:50.430392,2025-08-16T20:00:50.430392,1.369
sch_5816,SCH-H6BCCG,Andhra Pradesh,paused,2024-05-11T20:00:50.430392,2024-06-12T20:00:50.430392,0.471
sch_5817,SCH-7177TW,Andhra Pradesh,paused,2025-02-23T20:00:50.430392,2025-03-24T20:00:50.430392,1.828
sch_5818,SCH-ANYEVZ,West Bengal,active,2025-03-12T20:00:50.430392,2025-05-21T20:00:50.430392,0.463
sch_5819,SCH-KY7QE7,Telangana,active,2025-02-15T20:00:50.430392,2025-04-22T20:00:50.430392,1.252
sch_5820,SCH-2QWD89,Karnataka,paused,2025-05-14T20:00:50.430392,2025-08-17T20:00:50.430392,1.387
sch_5821,SCH-0SGPQG,Maharashtra,paused,2024-05-13T20:00:50.430392,2024-05-17T20:00:50.430392,1.222
sch_5822,SCH-U9FXYW,Uttar Pradesh,paused,2024-04-12T20:00:50.430392,2024-06-04T20:00:50.430392,1.675
sch_5823,SCH-69ZUBE,Odisha,paused,2025-07-27T20:00:50.430392,2025-08-10T20:00:50.430392,0.716
sch_5824,SCH-XQXN6J,Gujarat,active,2024-10-29T20:00:50.430392,2025-07-13T20:00:50.430392,0.577
sch_5825,SCH-29WWNF,Telangana,paused,2025-04-10T20:00:50.430392,2025-07-20T20:00:50.430392,0.398
sch_5826,SCH-6NYS18,Jammu and Kashmir,active,2025-02-04T20:00:50.430392,2025-06-13T20:00:50.430392,0.277
sch_5827,SCH-G6YKUX,Himachal Pradesh,paused,2025-01-13T20:00:50.430392,2025-02-16T20:00:50.430392,0.418
sch_5828,SCH-GMOP6S,Tamil Nadu,active,2025-03-27T20:00:50.430392,2025-05-11T20:00:50.430392,0.486
sch_5829,SCH-61P7H0,Rajasthan,paused,2025-05-18T20:00:50.430392,2025-05-27T20:00:50.430392,1.358
sch_5830,SCH-PYUX7Q,Maharashtra,active,2024-10-17T20:00:50.430392,2025-04-26T20:00:50.430392,1.556
sch_5831,SCH-C68CXE,West Bengal,active,2025-05-14T20:00:50.430392,2025-06-18T20:00:50.430392,1.955
sch_5832,SCH-DJAE0D,Maharashtra,active,2024-03-06T20:00:50.430392,2025-08-02T20:00:50.430392,1.421
sch_5833,SCH-XNE99K,West Bengal,active,2025-08-06T20:00:50.430392,2025-08-10T20:00:50.430392,0.214
sch_5834,SCH-4TVLB0,Andhra Pradesh,active,2024-09-30T20:00:50.430392,2024-12-27T20:00:50.430392,0.204
sch_5835,SCH-7L7HAZ,Kerala,active,2025-06-21T20:00:50.430392,2025-07-05T20:00:50.430392,0.441
